Site,Line,Rep,Row,Column,yield,Block,PhenoGroup
2,L62,2,12,37,3.417,3,NA
2,L648,2,13,37,4,3,NA
2,L658,2,14,37,2.919,3,NA
2,L189,2,15,37,3.361,3,NA
2,L105,2,16,37,3.818,3,NA
2,L46,2,17,37,3.167,3,NA
2,L629,2,18,37,3.583,3,NA
2,L161,2,19,37,4.222,3,NA
2,L643,2,20,37,4.083,3,NA
2,L290,2,1,38,4.831,3,NA
2,L413,2,2,38,4.629,3,NA
2,L842,2,3,38,3.45,3,NA
2,L545,2,4,38,3.21,3,NA
2,L259,2,5,38,2.589,3,NA
2,L70,2,6,38,4.583,3,NA
2,L133,2,7,38,3.55,3,NA
2,L625,2,8,38,3.889,3,NA
2,L169,2,9,38,3.321,3,NA
2,L91,2,10,38,3.139,3,NA
2,L548,2,11,38,3.722,3,NA
2,L42,2,12,38,3.111,3,NA
2,L489,2,13,38,3.164,3,NA
2,L4,2,14,38,NA,3,NA
2,L580,2,15,38,4.389,3,NA
2,L889,2,16,38,3.894,3,NA
2,L762,2,17,38,5.139,3,NA
2,L312,2,18,38,5.283,3,NA
2,L252,2,19,38,3.725,3,NA
2,L717,2,20,38,3.639,3,NA
2,L714,2,1,39,4.339,3,NA
2,L652,2,2,39,3.861,3,NA
2,L744,2,3,39,3.935,3,NA
2,L282,2,4,39,4.028,3,NA
2,L37,2,5,39,4,3,NA
2,L407,2,6,39,3.639,3,NA
2,L687,2,7,39,3.462,3,NA
2,L557,2,8,39,4.028,3,NA
2,L758,2,9,39,3.21,3,NA
2,L181,2,10,39,4.194,3,NA
2,L918,2,11,39,3.561,3,NA
2,L487,2,12,39,3.75,3,NA
2,L173,2,13,39,3.083,3,NA
2,L933,2,14,39,3.735,3,NA
2,L341,2,15,39,3.735,3,NA
2,L400,2,16,39,4.018,3,NA
2,L688,2,17,39,4.306,3,NA
2,L32,2,18,39,3.861,3,NA
2,L191,2,19,39,3.889,3,NA
2,L267,2,20,39,3.111,3,NA
2,L810,2,1,40,4.679,3,NA
2,L31,2,2,40,3.164,3,NA
2,L728,2,3,40,3.75,3,NA
2,L433,2,4,40,4.139,3,NA
2,L515,2,5,40,4.21,3,NA
2,L445,2,6,40,4.056,3,NA
2,L182,2,7,40,3.907,3,NA
2,L870,2,8,40,3.333,3,NA
2,L352,2,9,40,4.111,3,NA
2,L266,2,10,40,3.278,3,NA
2,L766,2,11,40,3.164,3,NA
2,L598,2,12,40,4.144,3,NA
2,L305,2,13,40,4.056,3,NA
2,L868,2,14,40,3.5,3,NA
2,L432,2,15,40,4.033,3,NA
2,L206,2,16,40,3.167,3,NA
2,L368,2,17,40,3.639,3,NA
2,L893,2,18,40,3.667,3,NA
2,L308,2,19,40,4.189,3,NA
2,L605,2,20,40,4.333,3,NA
2,L791,2,1,41,4.167,3,NA
2,L535,2,2,41,4.25,3,NA
2,L749,2,3,41,3,3,NA
2,L572,2,4,41,4.694,3,NA
2,L675,2,5,41,3.886,3,NA
2,L551,2,6,41,3.333,3,NA
2,L875,2,7,41,3.651,3,NA
2,L623,2,8,41,4.328,3,NA
2,L731,2,9,41,3.528,3,NA
2,L627,2,10,41,3.626,3,NA
2,L229,2,11,41,4.25,3,NA
2,L505,2,12,41,3,3,NA
2,L6,2,13,41,3.194,3,NA
2,L795,2,14,41,2.467,3,NA
2,L47,2,15,41,2.833,3,NA
2,L599,2,16,41,3.083,3,NA
2,L249,2,17,41,3.611,3,NA
2,L270,2,18,41,3.457,3,NA
2,L921,2,19,41,2.194,3,NA
2,L376,2,20,41,3.737,3,NA
2,L507,2,1,42,4.606,3,NA
2,L391,2,2,42,5.639,3,NA
2,L299,2,3,42,4.639,3,NA
2,L840,2,4,42,4.081,3,NA
2,L533,2,5,42,3.056,3,NA
2,L471,2,6,42,4.25,3,NA
2,L501,2,7,42,4.444,3,NA
2,L713,2,8,42,2.932,3,NA
2,L838,2,9,42,3.306,3,NA
2,L543,2,10,42,3.611,3,NA
2,L58,2,11,42,4.676,3,NA
2,L117,2,12,42,3.444,3,NA
2,L905,2,13,42,4.126,3,NA
2,L919,2,14,42,1.611,3,NA
2,L709,2,15,42,4.528,3,NA
2,L552,2,16,42,4.639,3,NA
2,L339,2,17,42,4,3,NA
2,L575,2,18,42,4.139,3,NA
2,L277,2,19,42,4.601,3,NA
2,L750,2,20,42,4.667,3,NA
2,L334,2,1,43,5.25,4,NA
2,L754,2,2,43,4.932,4,NA
2,L529,2,3,43,4.833,4,NA
2,L608,2,4,43,4.099,4,NA
2,L156,2,5,43,3.667,4,NA
2,L311,2,6,43,3.972,4,NA
2,L104,2,7,43,3.833,4,NA
2,L44,2,8,43,4.676,4,NA
2,L79,2,9,43,3.503,4,NA
2,L97,2,10,43,4.864,4,NA
2,L219,2,11,43,3.917,4,NA
2,L712,2,12,43,4.194,4,NA
2,L176,2,13,43,4.667,4,NA
2,L222,2,14,43,4.472,4,NA
2,L871,2,15,43,4.528,4,NA
2,L73,2,16,43,4.528,4,NA
2,L164,2,17,43,4.932,4,NA
2,L796,2,18,43,4.667,4,NA
2,L392,2,19,43,5.169,4,NA
2,L399,2,20,43,4.907,4,NA
2,L665,2,1,44,4.244,4,NA
2,L20,2,2,44,5.219,4,NA
2,L465,2,3,44,4.7,4,NA
2,L503,2,4,44,3.556,4,NA
2,L928,2,5,44,3.194,4,NA
2,L479,2,6,44,4.222,4,NA
2,L89,2,7,44,3.556,4,NA
2,L825,2,8,44,3.444,4,NA
2,L670,2,9,44,2.571,4,NA
2,L428,2,10,44,4.74,4,NA
2,L147,2,11,44,4.556,4,NA
2,L899,2,12,44,3.028,4,NA
2,L463,2,13,44,4.278,4,NA
2,L380,2,14,44,3.833,4,NA
2,L481,2,15,44,4.472,4,NA
2,L314,2,16,44,NA,4,NA
2,L554,2,17,44,4.657,4,NA
2,L570,2,18,44,3,4,NA
2,L730,2,19,44,4.75,4,NA
2,L654,2,20,44,4.894,4,NA
2,L12,2,1,45,4.5,4,NA
2,L631,2,2,45,2.833,4,NA
2,L900,2,3,45,3.469,4,NA
2,L477,2,4,45,4.429,4,NA
2,L103,2,5,45,2.778,4,NA
2,L289,2,6,45,3.889,4,NA
2,L903,2,7,45,4.311,4,NA
2,L87,2,8,45,4.361,4,NA
2,L524,2,9,45,4.475,4,NA
2,L519,2,10,45,3.889,4,NA
2,L737,2,11,45,3.722,4,NA
2,L375,2,12,45,3.639,4,NA
2,L148,2,13,45,3.068,4,NA
2,L170,2,14,45,3.639,4,NA
2,L691,2,15,45,3.583,4,NA
2,L922,2,16,45,3.99,4,NA
2,L338,2,17,45,3.833,4,NA
2,L726,2,18,45,4.763,4,NA
2,L337,2,19,45,4.694,4,NA
2,L96,2,20,45,4.765,4,NA
2,L650,2,1,46,4.247,4,NA
2,L29,2,2,46,3.843,4,NA
2,L640,2,3,46,4.083,4,NA
2,L898,2,4,46,4.472,4,NA
2,L21,2,5,46,4.358,4,NA
2,L230,2,6,46,5.2,4,NA
2,L152,2,7,46,4.556,4,NA
2,L453,2,8,46,4.028,4,NA
2,L613,2,9,46,4.5,4,NA
2,L324,2,10,46,3.972,4,NA
2,L727,2,11,46,3.79,4,NA
2,L920,2,12,46,2.056,4,NA
2,L415,2,13,46,3.083,4,NA
2,L565,2,14,46,3.51,4,NA
2,L434,2,15,46,3.861,4,NA
2,L293,2,16,46,4.444,4,NA
2,L272,2,17,46,4.25,4,NA
2,L829,2,18,46,3.611,4,NA
2,L705,2,19,46,4.697,4,NA
2,L586,2,20,46,4.417,4,NA
2,L540,2,1,47,3.25,4,NA
2,L275,2,2,47,3.889,4,NA
2,L793,2,3,47,3.556,4,NA
2,L635,2,4,47,3.556,4,NA
2,L456,2,5,47,4.192,4,NA
2,L493,2,6,47,4.454,4,NA
2,L130,2,7,47,3.667,4,NA
2,L863,2,8,47,3,4,NA
2,L490,2,9,47,4.565,4,NA
2,L563,2,10,47,3.056,4,NA
2,L498,2,11,47,4.111,4,NA
2,L661,2,12,47,4.028,4,NA
2,L185,2,13,47,4.228,4,NA
2,L518,2,14,47,3.861,4,NA
2,L388,2,15,47,4.278,4,NA
2,L645,2,16,47,4.389,4,NA
2,L909,2,17,47,3.351,4,NA
2,L468,2,18,47,3.194,4,NA
2,L114,2,19,47,3.939,4,NA
2,L815,2,20,47,3.944,4,NA
2,L757,2,1,48,4.361,4,NA
2,L671,2,2,48,5.222,4,NA
2,L747,2,3,48,5.244,4,NA
2,L649,2,4,48,3.111,4,NA
2,L292,2,5,48,3.606,4,NA
2,L296,2,6,48,4.056,4,NA
2,L321,2,7,48,3.583,4,NA
2,L512,2,8,48,4.167,4,NA
2,L159,2,9,48,3.472,4,NA
2,L502,2,10,48,4.222,4,NA
2,L913,2,11,48,3.806,4,NA
2,L676,2,12,48,3.75,4,NA
2,L894,2,13,48,4.207,4,NA
2,L361,2,14,48,3.843,4,NA
2,L260,2,15,48,4.96,4,NA
2,L673,2,16,48,3.772,4,NA
2,L781,2,17,48,4.303,4,NA
2,L234,2,18,48,4.944,4,NA
2,L227,2,19,48,4.963,4,NA
2,L431,2,20,48,4.828,4,NA
2,L288,2,1,49,4.975,4,NA
2,L668,2,2,49,5.256,4,NA
2,L455,2,3,49,4.861,4,NA
2,L211,2,4,49,4.553,4,NA
2,L24,2,5,49,3.944,4,NA
2,L416,2,6,49,4.222,4,NA
2,L210,2,7,49,3.722,4,NA
2,L888,2,8,49,4,4,NA
2,L92,2,9,49,3.833,4,NA
2,L542,2,10,49,4.099,4,NA
2,L855,2,11,49,4.099,4,NA
2,L398,2,12,49,3.944,4,NA
2,L827,2,13,49,4.124,4,NA
2,L809,2,14,49,5.401,4,NA
2,L139,2,15,49,4.528,4,NA
2,L834,2,16,49,3.944,4,NA
2,L426,2,17,49,5.26,4,NA
2,L364,2,18,49,4.972,4,NA
2,L86,2,19,49,4.682,4,NA
2,L720,2,20,49,5.454,4,NA
2,L358,2,1,50,4.917,4,NA
2,L126,2,2,50,4.247,4,NA
2,L22,2,3,50,4.867,4,NA
2,L777,2,4,50,4,4,NA
2,L678,2,5,50,4.667,4,NA
2,L734,2,6,50,2.672,4,NA
2,L235,2,7,50,4.472,4,NA
2,L403,2,8,50,4.543,4,NA
2,L742,2,9,50,3.808,4,NA
2,L454,2,10,50,4.556,4,NA
2,L134,2,11,50,3.889,4,NA
2,L752,2,12,50,3.972,4,NA
2,L537,2,13,50,4.25,4,NA
2,L135,2,14,50,6.213,4,NA
2,L460,2,15,50,4.278,4,NA
2,L767,2,16,50,5.46,4,NA
2,L322,2,17,50,5,4,NA
2,L677,2,18,50,4.74,4,NA
2,L378,2,19,50,3.401,4,NA
2,L740,2,20,50,4.624,4,NA
2,L701,2,1,51,4.606,4,NA
2,L624,2,2,51,4.3,4,NA
2,L638,2,3,51,4.472,4,NA
2,L497,2,4,51,4.556,4,NA
2,L422,2,5,51,4.944,4,NA
2,L915,2,6,51,3.843,4,NA
2,L43,2,7,51,4.667,4,NA
2,L356,2,8,51,3.806,4,NA
2,L782,2,9,51,4.213,4,NA
2,L98,2,10,51,4.068,4,NA
2,L107,2,11,51,4.685,4,NA
2,L136,2,12,51,3.861,4,NA
2,L738,2,13,51,4.922,4,NA
2,L424,2,14,51,4.722,4,NA
2,L576,2,15,51,6.778,4,NA
2,L350,2,16,51,6.361,4,NA
2,L732,2,17,51,4.046,4,NA
2,L872,2,18,51,4.278,4,NA
2,L818,2,19,51,5.972,4,NA
2,L228,2,20,51,4.139,4,NA
2,L908,2,1,52,3.593,4,NA
2,L789,2,2,52,3.028,4,NA
2,L759,2,3,52,4.985,4,NA
2,L64,2,4,52,4.472,4,NA
2,L23,2,5,52,6.081,4,NA
2,L770,2,6,52,4.444,4,NA
2,L129,2,7,52,5.278,4,NA
2,L33,2,8,52,5.139,4,NA
2,L132,2,9,52,5.667,4,NA
2,L4,2,10,52,NA,4,NA
2,L544,2,11,52,5.556,4,NA
2,L895,2,12,52,5.444,4,NA
2,L201,2,13,52,4.972,4,NA
2,L467,2,14,52,5.644,4,NA
2,L237,2,15,52,5.537,4,NA
2,L410,2,16,52,5.194,4,NA
2,L786,2,17,52,6.111,4,NA
2,L672,2,18,52,4.056,4,NA
2,L817,2,19,52,4.944,4,NA
2,L294,2,20,52,4.917,4,NA
2,L297,2,1,53,3.833,4,NA
2,L233,2,2,53,4.389,4,NA
2,L172,2,3,53,3.303,4,NA
2,L401,2,4,53,4.917,4,NA
2,L121,2,5,53,4.361,4,NA
2,L764,2,6,53,3.944,4,NA
2,L323,2,7,53,4.101,4,NA
2,L856,2,8,53,4.611,4,NA
2,L310,2,9,53,4.497,4,NA
2,L68,2,10,53,5.447,4,NA
2,L48,2,11,53,5.889,4,NA
2,L610,2,12,53,5.5,4,NA
2,L436,2,13,53,5.485,4,NA
2,L74,2,14,53,4.722,4,NA
2,L162,2,15,53,4.25,4,NA
2,L332,2,16,53,3.967,4,NA
2,L220,2,17,53,4.821,4,NA
2,L656,2,18,53,4.917,4,NA
2,L3,2,19,53,4.861,4,NA
2,L541,2,20,53,4.972,4,NA
2,L257,2,1,54,4.083,4,NA
2,L496,2,2,54,5.361,4,NA
2,L879,2,3,54,6.444,4,NA
2,L34,2,4,54,5.639,4,NA
2,L343,2,5,54,4.432,4,NA
2,L190,2,6,54,4.528,4,NA
2,L186,2,7,54,3.861,4,NA
2,L667,2,8,54,5.349,4,NA
2,L49,2,9,54,4.889,4,NA
2,L26,2,10,54,3.642,4,NA
2,L175,2,11,54,4.803,4,NA
2,L383,2,12,54,4.747,4,NA
2,L797,2,13,54,4.389,4,NA
2,L657,2,14,54,5.194,4,NA
2,L911,2,15,54,3.712,4,NA
2,L914,2,16,54,5.806,4,NA
2,L642,2,17,54,6.417,4,NA
2,L474,2,18,54,5.667,4,NA
2,L706,2,19,54,6.467,4,NA
2,L835,2,20,54,5.422,4,NA
2,L932,2,1,55,3.25,4,NA
2,L808,2,2,55,3.811,4,NA
2,L710,2,3,55,3.957,4,NA
2,L617,2,4,55,4.583,4,NA
2,L700,2,5,55,4.713,4,NA
2,L862,2,6,55,3.661,4,NA
2,L202,2,7,55,5.778,4,NA
2,L108,2,8,55,4.571,4,NA
2,L440,2,9,55,5.633,4,NA
2,L327,2,10,55,5.065,4,NA
2,L716,2,11,55,5.404,4,NA
2,L768,2,12,55,4.806,4,NA
2,L577,2,13,55,5.392,4,NA
2,L850,2,14,55,5.278,4,NA
2,L930,2,15,55,5.917,4,NA
2,L704,2,16,55,5.472,4,NA
2,L606,2,17,55,6.074,4,NA
2,L864,2,18,55,4.781,4,NA
2,L851,2,19,55,4.194,4,NA
2,L469,2,20,55,5.71,4,NA
2,L765,2,1,56,4.028,4,NA
2,L52,2,2,56,5.722,4,NA
2,L783,2,3,56,6.111,4,NA
2,L143,2,4,56,4.407,4,NA
2,L157,2,5,56,5.74,4,NA
2,L773,2,6,56,4.497,4,NA
2,L27,2,7,56,6.982,4,NA
2,L470,2,8,56,6.651,4,NA
2,L225,2,9,56,5.333,4,NA
2,L256,2,10,56,5.833,4,NA
2,L775,2,11,56,4.861,4,NA
2,L268,2,12,56,5.21,4,NA
2,L195,2,13,56,7.197,4,NA
2,L578,2,14,56,6.01,4,NA
2,L611,2,15,56,6.694,4,NA
2,L929,2,16,56,5.806,4,NA
2,L841,2,17,56,4.811,4,NA
2,L520,2,18,56,5.025,4,NA
2,L63,2,19,56,6.306,4,NA
2,L620,2,20,56,5.333,4,NA
3,L852,1,1,1,2.675,1,2
3,L812,1,2,1,3.025,1,2
3,L890,1,3,1,0.95,1,2
3,L439,1,4,1,2.3,1,2
3,L338,1,5,1,2.675,1,2
3,L602,1,6,1,2.05,2,3
3,L295,1,7,1,1.325,2,3
3,L302,1,8,1,3.1,2,3
3,L270,1,9,1,2.85,2,3
3,L84,1,10,1,3.175,2,3
3,L380,1,11,1,2.8,3,1
3,L170,1,12,1,2.05,3,1
3,L524,1,13,1,2.9,3,1
3,L569,1,14,1,2.425,3,1
3,L745,1,15,1,1.125,3,1
3,L637,1,16,1,3.225,4,3
3,L333,1,17,1,0.9,4,3
3,L154,1,18,1,3.325,4,3
3,L316,1,19,1,2.375,4,3
3,L760,1,20,1,1.294,4,3
3,L256,1,21,1,1.9,5,1
3,L335,1,22,1,2.575,5,1
3,L572,1,23,1,1.795,5,1
3,L59,1,24,1,3.425,5,1
3,L188,1,25,1,2.1,5,1
3,L778,1,26,1,1.875,6,2
3,L438,1,27,1,3.375,6,2
3,L910,1,28,1,2.7,6,2
3,L293,1,29,1,2.85,6,2
3,L523,1,30,1,2.2,6,2
3,L23,2,31,1,3.275,7,2
3,L761,2,32,1,2.375,7,2
3,L530,2,33,1,2.8,7,2
3,L394,2,34,1,3.125,7,2
3,L401,2,35,1,3,7,2
3,L773,2,36,1,1.475,8,1
3,L19,2,37,1,3.4,8,1
3,L720,2,38,1,NA,8,1
3,L235,2,39,1,2.525,8,1
3,L823,2,40,1,1.575,8,1
3,L202,2,41,1,3,9,2
3,L77,2,42,1,3.05,9,2
3,L309,2,43,1,3.5,9,2
3,L253,2,44,1,2.825,9,2
3,L230,2,45,1,3.5,9,2
3,L139,2,46,1,3.075,10,3
3,L87,2,47,1,3.425,10,3
3,L753,2,48,1,1.725,10,3
3,L4,2,49,1,2.75,10,3
3,L520,2,50,1,2.25,10,3
3,L472,2,51,1,1.675,11,1
3,L185,2,52,1,2.294,11,1
3,L480,2,53,1,2.1,11,1
3,L72,2,54,1,2.495,11,1
3,L759,2,55,1,2.3,11,1
3,L299,2,56,1,3.425,12,3
3,L476,2,57,1,2.175,12,3
3,L642,2,58,1,3.059,12,3
3,L255,2,59,1,2.775,12,3
3,L781,2,60,1,2.225,12,3
3,L219,1,1,2,3.225,1,2
3,L764,1,2,2,2.525,1,2
3,L629,1,3,2,2.525,1,2
3,L253,1,4,2,2.55,1,2
3,L282,1,5,2,2.725,1,2
3,L156,1,6,2,2.3,2,3
3,L198,1,7,2,3.65,2,3
3,L206,1,8,2,2.475,2,3
3,L424,1,9,2,2.35,2,3
3,L748,1,10,2,2.45,2,3
3,L730,1,11,2,2.042,3,1
3,L391,1,12,2,1.8,3,1
3,L704,1,13,2,2.225,3,1
3,L45,1,14,2,2.1,3,1
3,L722,1,15,2,1.9,3,1
3,L921,1,16,2,1.125,4,3
3,L209,1,17,2,2.4,4,3
3,L347,1,18,2,3.25,4,3
3,L795,1,19,2,2.275,4,3
3,L155,1,20,2,2.55,4,3
3,L743,1,21,2,3.3,5,1
3,L792,1,22,2,1.85,5,1
3,L70,1,23,2,2.5,5,1
3,L739,1,24,2,2.375,5,1
3,L287,1,25,2,2.675,5,1
3,L906,1,26,2,2.925,6,2
3,L224,1,27,2,2.225,6,2
3,L97,1,28,2,3.3,6,2
3,L300,1,29,2,NA,6,2
3,L167,1,30,2,2.125,6,2
3,L756,2,31,2,1.975,7,2
3,L902,2,32,2,3.225,7,2
3,L692,2,33,2,2.45,7,2
3,L232,2,34,2,2.475,7,2
3,L444,2,35,2,2.8,7,2
3,L315,2,36,2,2.5,8,1
3,L95,2,37,2,2.699,8,1
3,L754,2,38,2,3.625,8,1
3,L712,2,39,2,2.375,8,1
3,L672,2,40,2,1.925,8,1
3,L174,2,41,2,3.719,9,2
3,L470,2,42,2,3.175,9,2
3,L937,2,43,2,2.225,9,2
3,L418,2,44,2,3.05,9,2
3,L706,2,45,2,3.15,9,2
3,L926,2,46,2,1.675,10,3
3,L65,2,47,2,3.075,10,3
3,L144,2,48,2,2.875,10,3
3,L752,2,49,2,1.225,10,3
3,L475,2,50,2,2.875,10,3
3,L345,2,51,2,2.625,11,1
3,L521,2,52,2,1.575,11,1
3,L762,2,53,2,1.625,11,1
3,L675,2,54,2,1.8,11,1
3,L572,2,55,2,1.725,11,1
3,L861,2,56,2,2.625,12,3
3,L270,2,57,2,3.225,12,3
3,L700,2,58,2,2.825,12,3
3,L741,2,59,2,2.75,12,3
3,L656,2,60,2,2.65,12,3
3,L220,1,1,3,2.625,1,2
3,L791,1,2,3,2.775,1,2
3,L683,1,3,3,3.475,1,2
3,L810,1,4,3,3,1,2
3,L498,1,5,3,3.2,1,2
3,L223,1,6,3,2.825,2,3
3,L534,1,7,3,3.025,2,3
3,L136,1,8,3,1.3,2,3
3,L91,1,9,3,2.401,2,3
3,L856,1,10,3,2.875,2,3
3,L519,1,11,3,2.1,3,1
3,L793,1,12,3,0.825,3,1
3,L675,1,13,3,2.225,3,1
3,L128,1,14,3,2.575,3,1
3,L892,1,15,3,2.624,3,1
3,L98,1,16,3,2.925,4,3
3,L67,1,17,3,1.275,4,3
3,L828,1,18,3,2.825,4,3
3,L168,1,19,3,2.55,4,3
3,L483,1,20,3,3.025,4,3
3,L427,1,21,3,1.85,5,1
3,L838,1,22,3,1.85,5,1
3,L211,1,23,3,1.875,5,1
3,L147,1,24,3,1.6,5,1
3,L44,1,25,3,3.05,5,1
3,L208,1,26,3,1.95,6,2
3,L401,1,27,3,2.725,6,2
3,L31,1,28,3,1.325,6,2
3,L107,1,29,3,2.651,6,2
3,L416,1,30,3,2.9,6,2
3,L531,2,31,3,3.2,7,2
3,L439,2,32,3,2.85,7,2
3,L54,2,33,3,3.075,7,2
3,L784,2,34,3,3.25,7,2
3,L66,2,35,3,3.075,7,2
3,L788,2,36,3,1.775,8,1
3,L739,2,37,3,1.725,8,1
3,L175,2,38,3,2.994,8,1
3,L279,2,39,3,3.2,8,1
3,L191,2,40,3,1.175,8,1
3,L884,2,41,3,3.025,9,2
3,L671,2,42,3,3.525,9,2
3,L610,2,43,3,3.6,9,2
3,L314,2,44,3,3.15,9,2
3,L382,2,45,3,3.725,9,2
3,L63,2,46,3,3.074,10,3
3,L343,2,47,3,2.525,10,3
3,L717,2,48,3,NA,10,3
3,L133,2,49,3,3.125,10,3
3,L758,2,50,3,1.475,10,3
3,L108,2,51,3,2.3,11,1
3,L790,2,52,3,2.35,11,1
3,L490,2,53,3,3.05,11,1
3,L743,2,54,3,3.425,11,1
3,L633,2,55,3,2.725,11,1
3,L321,2,56,3,3.3,12,3
3,L707,2,57,3,1.325,12,3
3,L674,2,58,3,2.325,12,3
3,L267,2,59,3,1.5,12,3
3,L865,2,60,3,3.05,12,3
3,L701,1,1,4,2.275,1,2
3,L204,1,2,4,3.7,1,2
3,L200,1,3,4,2.721,1,2
3,L169,1,4,4,1.635,1,2
3,L585,1,5,4,3.125,1,2
3,L752,1,6,4,1.475,2,3
3,L158,1,7,4,2.2,2,3
3,L862,1,8,4,1.9,2,3
3,L106,1,9,4,2.875,2,3
3,L917,1,10,4,2.8,2,3
3,L786,1,11,4,2.407,3,1
3,L883,1,12,4,1.675,3,1
3,L34,1,13,4,2.6,3,1
3,L768,1,14,4,1.9,3,1
3,L290,1,15,4,2.675,3,1
3,L869,1,16,4,3.075,4,3
3,L326,1,17,4,2.925,4,3
3,L129,1,18,4,3.3,4,3
3,L321,1,19,4,3.4,4,3
3,L839,1,20,4,2,4,3
3,L512,1,21,4,2.55,5,1
3,L277,1,22,4,1.675,5,1
3,L931,1,23,4,1.175,5,1
3,L562,1,24,4,2.8,5,1
3,L78,1,25,4,2.848,5,1
3,L359,1,26,4,2.45,6,2
3,L71,1,27,4,1.625,6,2
3,L408,1,28,4,1.6,6,2
3,L227,1,29,4,3.225,6,2
3,L688,1,30,4,2.725,6,2
3,L523,2,31,4,2.225,7,2
3,L658,2,32,4,2.675,7,2
3,L854,2,33,4,2.975,7,2
3,L702,2,34,4,3.15,7,2
3,L906,2,35,4,2.825,7,2
3,L21,2,36,4,3.025,8,1
3,L742,2,37,4,2.475,8,1
3,L39,2,38,4,1.825,8,1
3,L817,2,39,4,2.175,8,1
3,L298,2,40,4,2.677,8,1
3,L737,2,41,4,2.775,9,2
3,L406,2,42,4,3.125,9,2
3,L293,2,43,4,3.15,9,2
3,L716,2,44,4,2.55,9,2
3,L938,2,45,4,3.125,9,2
3,L150,2,46,4,3.375,10,3
3,L460,2,47,4,2.675,10,3
3,L814,2,48,4,2.375,10,3
3,L840,2,49,4,2.675,10,3
3,L168,2,50,4,2.525,10,3
3,L266,2,51,4,2.65,11,1
3,L505,2,52,4,2.2,11,1
3,L684,2,53,4,2.625,11,1
3,L664,2,54,4,2.55,11,1
3,L538,2,55,4,2.95,11,1
3,L162,2,56,4,2.925,12,3
3,L494,2,57,4,3.41,12,3
3,L824,2,58,4,1.63,12,3
3,L296,2,59,4,1.775,12,3
3,L347,2,60,4,3.1,12,3
3,L66,1,1,5,2.525,1,2
3,L309,1,2,5,3.05,1,2
3,L902,1,3,5,2.45,1,2
3,L181,1,4,5,2.575,1,2
3,L756,1,5,5,1.775,1,2
3,L150,1,6,5,3.05,2,3
3,L178,1,7,5,2.275,2,3
3,L443,1,8,5,2.125,2,3
3,L82,1,9,5,1.875,2,3
3,L652,1,10,5,2.075,2,3
3,L360,1,11,5,2.05,3,1
3,L676,1,12,5,2,3,1
3,L765,1,13,5,2.2,3,1
3,L788,1,14,5,1.825,3,1
3,L192,1,15,5,2.35,3,1
3,L897,1,16,5,2.65,4,3
3,L895,1,17,5,2.675,4,3
3,L172,1,18,5,1.582,4,3
3,L171,1,19,5,3,4,3
3,L329,1,20,5,3.098,4,3
3,L68,1,21,5,2.325,5,1
3,L490,1,22,5,2.6,5,1
3,L72,1,23,5,2.7,5,1
3,L677,1,24,5,2.275,5,1
3,L137,1,25,5,2,5,1
3,L146,1,26,5,2.325,6,2
3,L355,1,27,5,2.25,6,2
3,L785,1,28,5,1.875,6,2
3,L799,1,29,5,2.35,6,2
3,L692,1,30,5,2.4,6,2
3,L764,2,31,5,2.225,7,2
3,L327,2,32,5,2.4,7,2
3,L165,2,33,5,2.35,7,2
3,L550,2,34,5,3.175,7,2
3,L900,2,35,5,2.1,7,2
3,L245,2,36,5,2.8,8,1
3,L16,2,37,5,2.725,8,1
3,L68,2,38,5,2.775,8,1
3,L70,2,39,5,1.625,8,1
3,L427,2,40,5,2.4,8,1
3,L787,2,41,5,3.3,9,2
3,L79,2,42,5,1.525,9,2
3,L121,2,43,5,3,9,2
3,L368,2,44,5,2.975,9,2
3,L615,2,45,5,1.8,9,2
3,L50,2,46,5,2.725,10,3
3,L751,2,47,5,3.194,10,3
3,L4,2,48,5,2.95,10,3
3,L89,2,49,5,2.775,10,3
3,L771,2,50,5,2.375,10,3
3,L237,2,51,5,2.911,11,1
3,L863,2,52,5,1.025,11,1
3,L88,2,53,5,3.151,11,1
3,L499,2,54,5,2.625,11,1
3,L772,2,55,5,2.4,11,1
3,L835,2,56,5,3.324,12,3
3,L43,2,57,5,3.375,12,3
3,L377,2,58,5,2.35,12,3
3,L779,2,59,5,1.825,12,3
3,L691,2,60,5,2.375,12,3
3,L3,1,1,6,2.9,1,2
3,L269,1,2,6,3.475,1,2
3,L922,1,3,6,1.45,1,2
3,L733,1,4,6,3.15,1,2
3,L152,1,5,6,3.325,1,2
3,L609,1,6,6,2.1,2,3
3,L182,1,7,6,3.2,2,3
3,L889,1,8,6,2.875,2,3
3,L142,1,9,6,2.45,2,3
3,L110,1,10,6,2.95,2,3
3,L664,1,11,6,2.7,3,1
3,L324,1,12,6,2.825,3,1
3,L27,1,13,6,2.95,3,1
3,L614,1,14,6,2.425,3,1
3,L279,1,15,6,2.35,3,1
3,L377,1,16,6,2.3,4,3
3,L903,1,17,6,3.575,4,3
3,L801,1,18,6,2.9,4,3
3,L616,1,19,6,3.075,4,3
3,L50,1,20,6,3.775,4,3
3,L504,1,21,6,3.275,5,1
3,L19,1,22,6,2.575,5,1
3,L109,1,23,6,2.375,5,1
3,L747,1,24,6,2.425,5,1
3,L337,1,25,6,2.15,5,1
3,L183,1,26,6,3.525,6,2
3,L336,1,27,6,2.325,6,2
3,L671,1,28,6,3.125,6,2
